ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
3994,1,0,24,0,-24
3995,1,1,153,1683,1530
3996,1,1,1648,1330,-318
3997,0,0,115,0,-115
3998,0,0,94,0,-94
3999,1,1,166,2515,2349
4000,1,1,405,1359,954
4001,1,1,727,1333,606
4002,0,0,56,0,-56
4003,1,0,102,0,-102
4004,0,0,105,0,-105
4005,1,1,620,1388,768
4006,1,0,114,0,-114
4007,0,0,26,0,-26
4008,0,0,71,0,-71
4009,0,0,33,0,-33
4010,0,0,81,0,-81
4011,0,0,99,0,-99
4012,0,0,22,0,-22
4013,0,0,81,0,-81
4014,0,0,19,0,-19
4015,1,1,107,2254,2147
4016,1,1,421,1523,1102
4017,0,0,60,0,-60
4018,1,0,20,0,-20
4019,1,0,39,0,-39
4020,1,1,220,1235,1015
4021,0,0,51,0,-51
4022,1,0,121,0,-121
4023,1,0,45,0,-45
4024,0,0,71,0,-71
4025,0,0,155,0,-155
4026,0,0,58,0,-58
4027,1,0,44,0,-44
4028,1,0,47,0,-47
4029,0,0,41,0,-41
4030,1,1,725,1217,492
4031,1,1,661,1358,697
4032,1,1,509,1248,739
4033,1,1,371,1589,1218
4034,0,0,61,0,-61
4035,1,1,451,1265,814
4036,1,0,34,0,-34
4037,0,0,12,0,-12
4038,1,0,2,0,-2
4039,1,0,19,0,-19
4040,1,1,1100,1842,742
4041,1,0,191,0,-191
4042,1,0,76,0,-76
4043,0,0,67,0,-67
4044,0,0,12,0,-12
4045,1,1,351,1271,920
4046,0,0,77,0,-77
4047,1,0,9,0,-9
4048,0,0,21,0,-21
4049,0,0,52,0,-52
4050,1,0,18,0,-18
4051,0,0,18,0,-18
4052,1,1,1472,1493,21
4053,0,0,7,0,-7
4054,0,0,86,0,-86
4055,1,1,1873,1359,-514
4056,1,0,20,0,-20
4057,0,0,345,0,-345
4058,0,0,35,0,-35
4059,1,1,138,1958,1820
4060,1,0,17,0,-17
4061,0,0,100,0,-100
4062,1,1,30,1497,1467
4063,1,0,78,0,-78
4064,1,0,6,0,-6
4065,0,0,153,0,-153
4066,1,0,42,0,-42
4067,1,0,75,0,-75
4068,1,0,92,0,-92
4069,1,0,10,0,-10
4070,1,1,464,1598,1134
4071,1,0,51,0,-51
4072,0,0,64,0,-64
4073,0,0,68,0,-68
4074,0,0,30,0,-30
4075,1,1,816,1899,1083
4076,1,1,606,1397,791
4077,0,0,62,0,-62
4078,0,0,41,0,-41
4079,1,1,588,2873,2285
4080,1,1,1109,1626,517
4081,1,1,467,1235,768
4082,1,1,541,1284,743
4083,0,0,69,0,-69
4084,0,0,39,0,-39
4085,1,1,265,1499,1234
4086,1,1,272,1250,978
4087,1,0,85,0,-85
4088,1,1,876,1252,376
4089,1,1,69,1354,1285
4090,1,0,44,0,-44
4091,1,1,1035,1363,328
4092,1,0,129,0,-129
4093,1,0,133,0,-133
4094,1,0,30,0,-30
4095,1,0,5,0,-5
4096,1,1,1933,2452,519
4097,0,0,25,0,-25
4098,0,0,62,0,-62
4099,1,1,540,2347,1807
4100,1,0,39,0,-39
4101,0,0,1,0,-1
4102,1,0,14,0,-14
4103,1,0,178,0,-178
4104,0,0,5,0,-5
4105,0,0,4,0,-4
4106,1,1,886,2358,1472
4107,1,1,860,1628,768
4108,0,0,25,0,-25
4109,0,0,1,0,-1
4110,1,1,117,1354,1237
4111,0,0,2,0,-2
4112,0,0,64,0,-64
4113,1,1,733,1485,752
4114,1,1,1016,1248,232
4115,1,1,318,1221,903
4116,1,0,60,0,-60
4117,1,0,33,0,-33
4118,1,0,60,0,-60
4119,0,0,17,0,-17
4120,0,0,196,0,-196
4121,1,1,1060,1443,383
4122,0,0,2,0,-2
4123,1,1,61,1505,1444
4124,0,0,19,0,-19
4125,0,0,8,0,-8
4126,1,1,107,1409,1302
4127,1,0,78,0,-78
4128,1,0,95,0,-95
4129,1,0,2,0,-2
4130,1,1,450,2209,1759
4131,1,0,16,0,-16
4132,1,0,59,0,-59
4133,1,0,9,0,-9
4134,0,0,34,0,-34
4135,1,0,71,0,-71
4136,0,0,11,0,-11
4137,1,0,2,0,-2
4138,0,0,59,0,-59
4139,1,1,629,1958,1329
4140,1,0,16,0,-16
4141,1,1,1046,1280,234
4142,0,0,33,0,-33
4143,0,0,15,0,-15
4144,0,0,10,0,-10
4145,1,1,727,1396,669
4146,0,0,62,0,-62
4147,1,0,17,0,-17
4148,0,0,37,0,-37
4149,0,0,72,0,-72
4150,1,1,145,1632,1487
4151,1,0,59,0,-59
4152,1,0,0,0,0
4153,0,0,18,0,-18
4154,0,0,17,0,-17
4155,1,1,1779,1366,-413
4156,1,0,42,0,-42
4157,1,0,1,0,-1
4158,1,0,32,0,-32
4159,0,0,47,0,-47
4160,1,1,1427,1252,-175
4161,1,0,38,0,-38
4162,1,1,277,2290,2013
4163,1,1,214,1292,1078
4164,1,1,752,1785,1033
4165,1,0,19,0,-19
4166,0,0,51,0,-51
4167,1,0,9,0,-9
4168,1,1,527,2044,1517
4169,1,0,20,0,-20
4170,1,1,237,1351,1114
4171,0,0,185,0,-185
4172,1,0,22,0,-22
4173,0,0,20,0,-20
4174,0,0,15,0,-15
4175,0,0,66,0,-66
4176,0,0,2,0,-2
4177,0,0,59,0,-59
4178,0,0,54,0,-54
4179,1,1,433,1393,960
4180,1,0,60,0,-60
4181,1,0,1,0,-1
4182,1,0,3,0,-3
4183,1,1,451,1930,1479
4184,0,0,48,0,-48
4185,0,0,69,0,-69
4186,1,0,91,0,-91
4187,0,0,90,0,-90
4188,1,1,624,1318,694
4189,1,1,210,1326,1116
4190,1,0,16,0,-16
4191,0,0,129,0,-129
4192,1,0,45,0,-45
4193,1,1,760,1206,446
4194,0,0,32,0,-32
4195,0,0,3,0,-3
4196,1,0,2,0,-2
4197,1,0,84,0,-84
4198,1,1,615,1542,927
4199,1,0,89,0,-89
4200,1,1,483,1437,954
4201,1,0,55,0,-55
4202,0,0,55,0,-55
4203,0,0,62,0,-62
4204,1,1,207,1652,1445
4205,0,0,2,0,-2
4206,1,0,33,0,-33
4207,0,0,10,0,-10
4208,1,1,673,1287,614
4209,1,0,93,0,-93
4210,1,0,83,0,-83
4211,1,1,551,1286,735
4212,0,0,46,0,-46
4213,1,0,80,0,-80
4214,0,0,3,0,-3
4215,1,0,1,0,-1
4216,0,0,52,0,-52
4217,0,0,21,0,-21
4218,0,0,9,0,-9
4219,1,1,394,1643,1249
4220,1,1,764,2431,1667
4221,0,0,49,0,-49
4222,0,0,21,0,-21
4223,1,1,576,1645,1069
4224,0,0,86,0,-86
4225,1,1,1216,1225,9
4226,0,0,12,0,-12
4227,1,0,25,0,-25
4228,0,0,37,0,-37
4229,1,1,461,2254,1793
4230,1,1,593,2239,1646
4231,1,1,55,1448,1393
4232,1,1,479,1247,768
4233,1,1,1381,1217,-164
4234,0,0,25,0,-25
4235,1,0,9,0,-9
4236,0,0,43,0,-43
4237,0,0,70,0,-70
4238,1,0,16,0,-16
4239,1,1,756,1212,456
4240,1,1,1579,1388,-191
4241,1,1,1130,1424,294
4242,1,1,1969,1698,-271
4243,1,1,353,1596,1243
4244,0,0,22,0,-22
4245,1,0,41,0,-41
4246,1,1,195,1200,1005
4247,1,0,46,0,-46
4248,0,0,93,0,-93
4249,1,1,502,1573,1071
4250,0,0,50,0,-50
4251,1,1,1137,1361,224
4252,1,0,16,0,-16
4253,0,0,6,0,-6
4254,1,1,627,2376,1749
4255,1,0,58,0,-58
4256,1,1,349,1201,852
4257,0,0,37,0,-37
4258,1,1,5,1679,1674
4259,0,0,264,0,-264
4260,0,0,13,0,-13
4261,1,1,399,1287,888
4262,0,0,41,0,-41
4263,0,0,77,0,-77
4264,1,1,351,1605,1254
4265,1,0,82,0,-82
4266,1,0,28,0,-28
4267,0,0,35,0,-35
4268,1,0,37,0,-37
4269,0,0,9,0,-9
4270,1,0,35,0,-35
4271,1,0,8,0,-8
4272,0,0,130,0,-130
4273,0,0,22,0,-22
4274,0,0,208,0,-208
4275,1,1,430,1247,817
4276,1,1,694,1776,1082
4277,1,0,5,0,-5
4278,0,0,47,0,-47
4279,0,0,120,0,-120
4280,1,0,11,0,-11
4281,0,0,12,0,-12
4282,0,0,38,0,-38
4283,1,0,31,0,-31
4284,1,0,35,0,-35
4285,0,0,13,0,-13
4286,0,0,0,0,0
4287,1,1,120,1201,1081
4288,1,0,14,0,-14
4289,1,0,68,0,-68
4290,1,1,110,1546,1436
4291,0,0,62,0,-62
4292,1,1,148,1602,1454
4293,0,0,61,0,-61
4294,1,1,627,1324,697
4295,1,0,16,0,-16
4296,0,0,50,0,-50
4297,1,0,147,0,-147
4298,1,1,665,1785,1120
4299,1,1,184,1284,1100
4300,0,0,69,0,-69
4301,0,0,5,0,-5
4302,1,0,95,0,-95
4303,0,0,27,0,-27
4304,1,1,1009,1317,308
4305,1,1,358,1221,863
4306,1,0,22,0,-22
4307,0,0,106,0,-106
4308,1,0,2,0,-2
4309,0,0,20,0,-20
4310,0,0,60,0,-60
4311,0,0,10,0,-10
4312,1,1,221,1310,1089
4313,0,0,10,0,-10
4314,0,0,35,0,-35
4315,1,0,107,0,-107
4316,1,1,219,1256,1037
4317,0,0,200,0,-200
4318,1,1,146,1447,1301
4319,1,1,1265,1212,-53
4320,1,0,2,0,-2
4321,1,1,188,1369,1181
4322,1,1,46,1207,1161
4323,0,0,4,0,-4
4324,1,1,1499,1523,24
4325,1,1,60,1314,1254
4326,0,0,20,0,-20
4327,1,0,193,0,-193
4328,1,1,104,1980,1876
4329,1,0,118,0,-118
4330,0,0,12,0,-12
4331,1,1,234,2819,2585
4332,0,0,8,0,-8
4333,0,0,62,0,-62
4334,0,0,39,0,-39
4335,0,0,10,0,-10
4336,1,0,63,0,-63
4337,1,1,32,2132,2100
4338,1,1,367,1949,1582
4339,1,0,23,0,-23
4340,0,0,47,0,-47
4341,1,0,45,0,-45
4342,1,1,311,1283,972
4343,1,1,1521,1502,-19
4344,1,1,527,1580,1053
4345,1,0,80,0,-80
4346,0,0,9,0,-9
4347,0,0,7,0,-7
4348,0,0,14,0,-14
4349,1,0,104,0,-104
4350,0,0,121,0,-121
4351,1,0,0,0,0
4352,1,1,325,2006,1681
4353,1,1,961,1226,265
4354,1,0,43,0,-43
4355,0,0,39,0,-39
4356,1,1,53,1816,1763
4357,1,1,723,1208,485
4358,1,0,0,0,0
4359,1,1,317,1236,919
4360,1,0,55,0,-55
4361,0,0,50,0,-50
4362,0,0,12,0,-12
4363,0,0,40,0,-40
4364,1,0,51,0,-51
4365,1,1,85,1354,1269
4366,1,1,136,1400,1264
4367,0,0,97,0,-97
4368,1,0,13,0,-13
4369,0,0,121,0,-121
4370,0,0,126,0,-126
4371,1,0,22,0,-22
4372,1,0,43,0,-43
4373,1,1,436,1436,1000
4374,0,0,41,0,-41
4375,0,0,5,0,-5
4376,0,0,110,0,-110
4377,1,1,82,1324,1242
4378,0,0,58,0,-58
4379,0,0,99,0,-99
4380,1,1,651,1265,614
4381,0,0,19,0,-19
4382,1,0,37,0,-37
4383,0,0,25,0,-25
4384,0,0,25,0,-25
4385,1,0,15,0,-15
4386,0,0,63,0,-63
4387,1,1,874,1315,441
4388,1,0,10,0,-10
4389,0,0,5,0,-5
4390,0,0,94,0,-94
4391,1,0,113,0,-113
4392,1,1,80,1979,1899
4393,1,0,2,0,-2
4394,1,1,65,1596,1531
4395,1,0,0,0,0
4396,0,0,161,0,-161
4397,1,1,124,1596,1472
4398,1,1,777,1688,911
4399,0,0,17,0,-17
4400,1,1,1360,2055,695
4401,0,0,9,0,-9
4402,0,0,46,0,-46
4403,1,0,101,0,-101
4404,1,1,263,1505,1242
4405,0,0,8,0,-8
4406,0,0,85,0,-85
4407,1,0,46,0,-46
4408,0,0,6,0,-6
4409,1,0,2,0,-2
4410,1,0,0,0,0
4411,1,1,482,1306,824
4412,1,0,33,0,-33
4413,0,0,155,0,-155
4414,1,1,61,3088,3027
4415,1,0,63,0,-63
4416,0,0,0,0,0
4417,1,1,577,1296,719
4418,0,0,86,0,-86
4419,0,0,54,0,-54
4420,1,1,97,1211,1114
4421,1,0,7,0,-7
4422,1,1,44,1299,1255
4423,1,0,12,0,-12
4424,1,0,21,0,-21
4425,0,0,77,0,-77
4426,0,0,1,0,-1
4427,1,0,12,0,-12
4428,0,0,28,0,-28
4429,1,0,68,0,-68
4430,0,0,38,0,-38
4431,0,0,4,0,-4
4432,1,0,5,0,-5
4433,1,1,613,1594,981
4434,1,0,129,0,-129
4435,1,1,323,1450,1127
4436,1,0,23,0,-23
4437,0,0,37,0,-37
4438,0,0,41,0,-41
4439,0,0,103,0,-103
4440,0,0,0,0,0
4441,1,0,75,0,-75
4442,0,0,53,0,-53
4443,1,0,73,0,-73
4444,0,0,33,0,-33
4445,1,0,16,0,-16
4446,1,0,5,0,-5
4447,0,0,34,0,-34
4448,1,0,40,0,-40
4449,0,0,2,0,-2
4450,1,0,73,0,-73
4451,1,0,15,0,-15
4452,1,0,91,0,-91
4453,0,0,64,0,-64
4454,1,1,1086,1643,557
4455,1,0,329,0,-329
4456,1,1,1338,3267,1929
4457,1,0,94,0,-94
4458,1,0,132,0,-132
4459,0,0,10,0,-10
4460,0,0,18,0,-18
4461,1,1,486,2398,1912
