"client_rk","visit_dttm","account_rk","registration_dttm","application_rk","game_rk","application_dttm","game_dttm","game_flg","finish_flg","games_played","games_finished"
2471,2022-12-07 23:35:39.000,643,2022-12-08 06:54:47.768,,,,,,,,
2487,2023-01-12 22:42:33.981,953,2023-01-13 15:21:42.686,,,,,,,,
2503,2022-12-12 04:52:25.911,,,,,,,,,,
2519,2022-10-01 07:50:12.213,,,,,,,,,,
2535,2022-12-25 04:09:44.021,1023,2022-12-26 01:40:15.344,,,,,,,,
2551,2022-09-12 04:48:40.300,,,,,,,,,,
2566,2022-09-10 07:57:23.902,,,,,,,,,,
2582,2022-11-29 17:59:02.006,,,,,,,,,,
2598,2022-10-11 14:05:28.680,,,,,,,,,,
2614,2022-12-06 15:24:20.512,,,,,,,,,,
2630,2022-12-07 21:05:35.319,,,,,,,,,,
2646,2022-10-18 21:53:06.138,,,,,,,,,,
2662,2022-11-07 15:59:56.006,729,2022-11-08 12:03:27.947,30,340,2022-11-23 08:27:17.487,2023-01-18 05:11:23.051,0,0,2,0
2662,2022-11-07 15:59:56.006,729,2022-11-08 12:03:27.947,87,111,2022-11-22 00:49:28.544,2022-11-22 09:31:30.506,0,0,2,0
2662,2022-11-07 15:59:56.006,729,2022-11-08 12:03:27.947,123,335,2022-11-19 22:38:58.121,2022-11-20 11:16:02.502,1,0,2,0
2662,2022-11-07 15:59:56.006,729,2022-11-08 12:03:27.947,243,238,2022-11-18 00:41:53.949,2022-11-25 12:25:18.739,1,0,2,0
2678,2022-09-02 17:34:32.983,,,,,,,,,,
2694,2023-01-04 02:47:18.717,,,,,,,,,,
2710,2023-01-09 05:38:07.936,,,,,,,,,,
2726,2022-12-18 12:02:53.004,,,,,,,,,,
2742,2022-12-15 18:19:28.428,,,,,,,,,,
2758,2022-12-05 08:37:25.315,311,2022-12-06 04:14:34.600,,,,,,,,
2774,2022-10-16 02:08:27.577,,,,,,,,,,
2790,2023-01-17 04:24:03.057,,,,,,,,,,
2806,2022-10-01 04:39:19.910,,,,,,,,,,
2817,2022-11-02 19:11:41.073,,,,,,,,,,
2833,2022-10-11 01:42:08.434,209,2022-10-11 04:23:59.255,,,,,,,,
2849,2022-11-06 16:21:55.684,,,,,,,,,,
2865,2023-01-25 23:51:56.858,,,,,,,,,,
2881,2023-01-04 23:23:31.797,,,,,,,,,,
2897,2022-09-19 07:09:31.065,,,,,,,,,,
2913,2022-12-06 07:23:53.398,,,,,,,,,,
2929,2022-12-17 02:23:04.163,,,,,,,,,,
2945,2022-09-29 22:04:42.683,,,,,,,,,,
2961,2023-01-17 22:08:31.922,,,,,,,,,,
2977,2022-11-15 13:37:33.721,,,,,,,,,,
2993,2023-01-08 21:21:22.019,337,2023-01-09 15:09:38.548,,,,,,,,
3009,2022-12-18 12:18:59.838,,,,,,,,,,
3025,2022-11-01 15:09:31.433,,,,,,,,,,
3041,2022-11-02 08:19:32.162,,,,,,,,,,
3057,2022-12-20 04:37:44.493,533,2022-12-20 05:00:25.233,11,445,2022-12-31 09:03:14.174,2023-02-20 18:33:13.251,0,0,0,0
3057,2022-12-20 04:37:44.493,533,2022-12-20 05:00:25.233,414,411,2022-12-25 18:16:56.678,2023-02-22 06:10:14.961,0,0,0,0
3072,2022-10-25 16:47:02.231,904,2022-10-26 01:42:18.198,,,,,,,,
3088,2022-11-11 22:08:02.857,,,,,,,,,,
3104,2022-10-03 03:58:34.486,604,2022-10-03 17:31:02.636,193,51,2022-10-17 12:10:45.242,2022-11-08 01:57:13.905,1,1,1,1
3120,2022-10-05 23:25:52.582,791,2022-10-06 09:42:01.118,86,399,2022-10-16 03:26:40.950,2023-01-14 05:21:49.091,1,1,2,1
3120,2022-10-05 23:25:52.582,791,2022-10-06 09:42:01.118,3,105,2022-10-17 07:20:46.371,2023-01-21 19:20:42.404,1,0,2,1
3136,2023-01-20 21:07:35.212,785,2023-01-21 01:29:42.023,283,24,2023-01-21 07:23:49.152,2023-01-31 09:00:54.961,1,1,1,1
3152,2022-12-12 00:19:43.987,784,2022-12-12 09:34:46.563,,,,,,,,
3168,2023-01-02 10:27:07.728,,,,,,,,,,
3184,2022-12-14 09:01:05.000,,,,,,,,,,
3200,2022-09-06 23:26:04.753,,,,,,,,,,
3216,2022-12-25 18:42:04.989,,,,,,,,,,
3232,2022-11-29 17:34:28.075,,,,,,,,,,
3248,2022-09-15 21:38:10.827,,,,,,,,,,
3264,2022-11-01 00:59:29.308,,,,,,,,,,
3280,2022-09-13 03:30:38.038,950,2022-09-13 18:40:33.133,,,,,,,,
3296,2022-11-29 03:57:48.056,,,,,,,,,,
3312,2022-12-06 10:02:17.040,,,,,,,,,,
3339,2023-01-10 15:42:54.947,,,,,,,,,,
3355,2022-12-09 01:09:15.443,,,,,,,,,,
3371,2022-09-11 03:00:36.914,,,,,,,,,,
3387,2022-11-11 04:07:24.716,,,,,,,,,,
3403,2022-09-03 16:30:43.531,,,,,,,,,,
1,2022-09-27 04:47:55.218,,,,,,,,,,
17,2022-12-03 04:07:29.492,,,,,,,,,,
33,2022-11-02 11:12:38.441,,,,,,,,,,
49,2022-11-21 01:50:20.987,,,,,,,,,,
65,2023-01-02 01:51:27.019,,,,,,,,,,
81,2023-01-19 20:10:55.972,153,2023-01-20 14:58:09.186,,,,,,,,
97,2023-01-16 03:04:28.147,,,,,,,,,,
113,2022-11-07 10:15:42.844,,,,,,,,,,
129,2023-01-03 01:06:36.510,,,,,,,,,,
145,2023-01-10 21:46:29.042,,,,,,,,,,
161,2022-12-28 02:32:56.378,2,2022-12-28 08:48:21.782,,,,,,,,
177,2022-10-27 10:42:30.223,,,,,,,,,,
193,2023-01-01 01:17:42.465,,,,,,,,,,
209,2023-01-23 22:04:28.268,,,,,,,,,,
225,2022-11-27 02:07:59.946,,,,,,,,,,
241,2022-10-12 14:45:52.889,1019,2022-10-13 10:56:04.200,,,,,,,,
262,2022-10-06 12:08:33.017,,,,,,,,,,
278,2022-10-18 03:59:41.438,,,,,,,,,,
294,2023-01-12 23:36:13.849,,,,,,,,,,
310,2022-10-28 22:30:19.413,,,,,,,,,,
326,2022-12-20 22:41:45.562,,,,,,,,,,
342,2022-09-06 15:20:59.716,,,,,,,,,,
358,2022-10-24 20:02:32.736,223,2022-10-24 22:01:00.969,,,,,,,,
374,2022-09-20 15:56:17.332,,,,,,,,,,
390,2022-12-24 06:41:03.801,456,2022-12-24 23:48:35.145,486,191,2023-01-08 10:24:28.629,2023-02-03 12:13:17.307,0,0,1,1
390,2022-12-24 06:41:03.801,456,2022-12-24 23:48:35.145,178,245,2022-12-25 03:54:57.199,2023-01-01 18:29:47.853,1,1,1,1
406,2022-12-06 00:53:17.278,,,,,,,,,,
422,2022-09-24 06:57:02.792,,,,,,,,,,
438,2023-01-15 09:55:55.164,,,,,,,,,,
454,2022-12-20 07:16:53.420,,,,,,,,,,
470,2022-09-24 07:13:41.819,,,,,,,,,,
486,2022-09-06 00:00:10.844,,,,,,,,,,
502,2022-11-12 07:39:03.771,,,,,,,,,,
519,2023-02-01 06:44:57.960,,,,,,,,,,
535,2022-11-02 21:12:51.984,,,,,,,,,,
551,2022-12-25 16:29:37.455,,,,,,,,,,
567,2022-09-25 20:37:15.342,,,,,,,,,,
583,2022-09-12 17:48:07.904,733,2022-09-13 12:38:46.328,7,305,2022-09-18 06:20:46.188,2022-10-08 07:14:46.866,1,0,2,0
583,2022-09-12 17:48:07.904,733,2022-09-13 12:38:46.328,405,249,2022-09-26 16:59:41.362,2022-11-14 10:51:49.333,1,0,2,0
583,2022-09-12 17:48:07.904,733,2022-09-13 12:38:46.328,99,321,2022-09-24 20:27:31.459,2023-02-11 02:01:45.623,0,0,2,0
599,2022-11-16 17:06:46.731,,,,,,,,,,
615,2022-12-18 17:56:32.125,,,,,,,,,,
631,2022-12-22 20:11:14.476,,,,,,,,,,
647,2022-10-06 04:44:46.242,,,,,,,,,,
663,2023-01-07 23:19:54.314,492,2023-01-08 12:57:46.320,338,209,2023-01-12 16:21:28.823,2023-01-24 04:47:34.626,1,1,1,1
679,2023-01-04 11:40:36.051,,,,,,,,,,
695,2022-10-12 23:32:31.306,,,,,,,,,,
711,2023-01-26 16:07:02.290,,,,,,,,,,
727,2022-09-12 12:05:05.852,422,2022-09-12 23:08:26.970,,,,,,,,
743,2022-10-09 11:52:50.328,,,,,,,,,,
759,2022-12-13 18:14:40.250,,,,,,,,,,
780,2022-10-31 22:38:26.832,,,,,,,,,,
796,2022-12-10 14:32:45.961,838,2022-12-10 15:04:14.838,168,163,2022-12-17 02:23:49.787,2022-12-27 10:01:55.433,1,1,1,1
812,2022-11-04 19:45:41.966,,,,,,,,,,
828,2023-01-14 12:30:30.152,,,,,,,,,,
844,2023-01-01 02:42:32.188,,,,,,,,,,
860,2022-11-08 03:43:06.988,,,,,,,,,,
876,2023-01-26 13:35:35.751,,,,,,,,,,
892,2022-11-25 09:27:54.251,,,,,,,,,,
908,2023-01-09 19:08:38.611,544,2023-01-10 01:23:54.322,329,3,2023-01-20 17:32:50.234,2023-03-10 03:25:50.847,0,0,0,0
924,2022-11-10 01:24:20.289,,,,,,,,,,
940,2022-12-09 02:29:49.635,,,,,,,,,,
956,2022-12-26 14:55:09.616,,,,,,,,,,
972,2022-09-14 19:33:18.828,,,,,,,,,,
988,2023-01-15 00:14:13.235,,,,,,,,,,
1004,2022-09-20 06:22:30.950,,,,,,,,,,
1020,2023-01-11 05:56:28.384,,,,,,,,,,
1029,2022-11-20 14:45:26.256,,,,,,,,,,
1045,2022-11-29 18:20:38.399,21,2022-11-30 05:40:09.596,,,,,,,,
1061,2022-12-19 15:33:11.276,,,,,,,,,,
1077,2022-09-04 21:53:32.933,501,2022-09-05 19:02:28.769,,,,,,,,
1093,2022-09-04 16:18:42.210,,,,,,,,,,
1109,2022-12-22 13:28:15.250,,,,,,,,,,
1125,2022-12-27 10:59:44.556,,,,,,,,,,
1141,2022-11-24 09:42:53.475,,,,,,,,,,
1157,2022-12-13 20:09:10.100,,,,,,,,,,
1173,2022-11-29 06:58:48.303,,,,,,,,,,
1189,2022-12-22 14:19:24.068,,,,,,,,,,
1205,2022-10-05 12:09:09.734,,,,,,,,,,
1221,2022-12-13 12:36:17.132,,,,,,,,,,
1237,2022-12-23 14:29:13.571,,,,,,,,,,
1253,2022-10-01 22:50:44.791,,,,,,,,,,
1269,2023-02-02 00:38:31.036,,,,,,,,,,
1290,2023-01-18 04:25:47.396,,,,,,,,,,
1306,2022-11-06 08:17:49.106,,,,,,,,,,
1322,2022-09-01 14:05:57.668,,,,,,,,,,
1338,2022-09-28 11:08:00.304,969,2022-09-28 22:42:37.032,,,,,,,,
1354,2022-12-13 10:02:59.964,,,,,,,,,,
1370,2022-10-03 15:14:01.150,156,2022-10-04 00:31:02.487,,,,,,,,
1386,2022-10-20 04:01:20.734,,,,,,,,,,
1402,2022-10-05 07:10:23.605,,,,,,,,,,
1418,2022-11-18 10:21:42.683,,,,,,,,,,
1434,2023-01-21 17:22:57.958,464,2023-01-22 16:50:52.602,,,,,,,,
1450,2022-11-20 04:37:13.894,,,,,,,,,,
1466,2023-01-13 23:50:11.969,,,,,,,,,,
1482,2022-10-19 09:03:01.314,508,2022-10-19 19:00:12.312,,,,,,,,
1498,2022-10-03 01:40:27.008,,,,,,,,,,
1514,2022-11-03 14:27:58.840,,,,,,,,,,
1530,2022-11-02 03:58:12.724,81,2022-11-03 00:27:59.267,,,,,,,,
1547,2022-12-27 12:09:11.220,,,,,,,,,,
1563,2022-11-12 23:43:49.191,866,2022-11-13 00:39:37.626,,,,,,,,
1579,2022-11-21 18:17:41.197,,,,,,,,,,
1595,2022-10-22 00:26:25.312,,,,,,,,,,
1611,2023-01-14 02:54:09.747,,,,,,,,,,
1627,2022-10-30 23:34:27.744,,,,,,,,,,
1643,2022-09-26 17:30:57.946,,,,,,,,,,
1659,2022-12-23 16:21:19.155,,,,,,,,,,
1675,2022-10-17 04:25:23.568,1024,2022-10-17 23:49:03.422,,,,,,,,
1691,2022-11-12 11:23:05.986,,,,,,,,,,
1707,2022-12-25 16:51:00.205,592,2022-12-26 07:05:46.786,49,197,2022-12-31 03:26:10.977,2023-02-15 16:02:27.580,0,0,0,0
1707,2022-12-25 16:51:00.205,592,2022-12-26 07:05:46.786,119,354,2023-01-08 04:24:47.800,2023-03-23 12:16:25.329,0,0,0,0
1723,2022-11-26 23:06:48.522,,,,,,,,,,
1739,2022-09-29 16:02:57.035,,,,,,,,,,
1755,2022-09-02 21:40:57.479,548,2022-09-02 22:31:24.902,,,,,,,,
1771,2022-10-13 02:57:35.588,1015,2022-10-14 01:43:03.423,,,,,,,,
1787,2022-10-02 17:09:08.237,,,,,,,,,,
1792,2022-09-03 23:11:45.840,290,2022-09-04 11:39:24.295,,,,,,,,
1808,2022-11-12 07:46:35.477,,,,,,,,,,
1824,2022-10-24 14:08:14.618,,,,,,,,,,
1840,2022-11-29 16:16:21.996,159,2022-11-30 06:27:32.103,,,,,,,,
1856,2022-11-27 00:46:54.453,,,,,,,,,,
1872,2023-01-17 01:29:07.786,,,,,,,,,,
1888,2023-01-25 23:32:33.993,,,,,,,,,,
1904,2023-01-03 05:34:43.174,,,,,,,,,,
1920,2022-09-27 04:35:52.143,,,,,,,,,,
1936,2022-11-15 23:02:16.356,,,,,,,,,,
1952,2023-01-26 09:28:15.702,,,,,,,,,,
1968,2023-01-14 23:09:53.379,,,,,,,,,,
1984,2022-12-21 02:22:11.980,11,2022-12-21 12:02:16.023,,,,,,,,
2000,2023-01-31 18:13:28.572,629,2023-02-01 05:16:48.088,457,445,2023-02-01 13:41:28.461,2023-02-20 18:33:13.251,0,0,0,0
2016,2023-01-03 21:48:11.331,,,,,,,,,,
2032,2022-11-03 08:59:20.224,,,,,,,,,,
2057,2022-11-18 16:33:25.510,,,,,,,,,,
2073,2022-09-19 07:44:31.179,,,,,,,,,,
2089,2023-01-29 23:56:56.876,,,,,,,,,,
2105,2022-10-16 04:37:24.665,,,,,,,,,,
2121,2022-09-07 08:33:35.027,112,2022-09-07 20:16:50.759,,,,,,,,
2137,2022-10-27 14:51:06.996,,,,,,,,,,
2153,2022-10-27 12:36:36.312,,,,,,,,,,
2169,2022-11-07 21:47:54.427,,,,,,,,,,
2185,2023-01-16 20:08:05.127,,,,,,,,,,
2201,2022-11-11 17:12:31.465,811,2022-11-12 01:39:22.582,448,79,2022-11-25 04:34:43.487,2022-12-02 19:53:58.107,0,0,0,0
2201,2022-11-11 17:12:31.465,811,2022-11-12 01:39:22.582,145,308,2022-11-24 20:27:45.347,2023-01-28 22:58:44.244,0,0,0,0
2217,2022-10-23 20:49:16.301,,,,,,,,,,
2233,2022-10-17 05:34:25.826,,,,,,,,,,
2249,2022-11-14 06:04:18.800,,,,,,,,,,
2265,2022-12-13 13:50:16.093,952,2022-12-13 18:36:19.200,,,,,,,,
2281,2022-11-16 04:34:07.819,63,2022-11-16 08:38:07.166,,,,,,,,
2297,2022-11-04 11:46:32.655,215,2022-11-05 08:28:22.311,,,,,,,,
2318,2022-11-22 03:30:47.041,476,2022-11-22 09:11:08.910,,,,,,,,
2334,2022-09-12 08:00:42.207,522,2022-09-12 21:09:55.845,495,353,2022-09-24 04:55:15.282,2022-11-09 21:29:46.931,1,0,2,1
2334,2022-09-12 08:00:42.207,522,2022-09-12 21:09:55.845,368,241,2022-09-20 03:31:05.728,2022-12-02 18:36:24.916,1,1,2,1
2350,2022-10-28 06:52:00.540,,,,,,,,,,
2366,2022-12-27 03:19:54.703,,,,,,,,,,
2382,2022-11-30 22:08:20.105,,,,,,,,,,
2398,2023-01-07 04:32:57.473,472,2023-01-07 05:28:15.437,,,,,,,,
2414,2023-01-06 13:26:54.652,646,2023-01-07 04:50:17.554,,,,,,,,
2430,2023-01-03 09:48:37.109,751,2023-01-04 01:20:23.334,182,317,2023-01-14 22:54:29.038,2023-03-24 21:20:07.330,0,0,0,0
2446,2023-01-29 17:17:58.479,705,2023-01-30 00:54:12.811,71,34,2023-01-30 09:36:22.276,2023-03-13 03:05:50.945,0,0,0,0
2446,2023-01-29 17:17:58.479,705,2023-01-30 00:54:12.811,170,39,2023-01-30 17:51:52.262,2023-03-26 09:32:05.189,0,0,0,0
2462,2023-01-01 06:30:00.541,975,2023-01-02 05:44:31.384,,,,,,,,
2478,2022-11-06 11:29:05.386,792,2022-11-07 06:08:04.402,336,188,2022-11-19 11:19:21.553,2023-01-17 18:03:40.437,0,0,0,0
2494,2022-09-01 15:46:18.623,,,,,,,,,,
2510,2022-10-02 01:26:27.705,,,,,,,,,,
2526,2023-01-23 13:26:20.759,,,,,,,,,,
2542,2022-12-29 18:02:36.958,,,,,,,,,,
2558,2022-09-16 20:38:25.982,,,,,,,,,,
2575,2022-10-02 20:31:16.407,74,2022-10-03 19:14:23.039,,,,,,,,
2591,2022-11-06 19:14:55.432,,,,,,,,,,
2607,2023-01-29 15:19:30.620,,,,,,,,,,
2623,2022-09-15 15:39:25.219,659,2022-09-16 02:37:57.369,53,329,2022-09-28 09:31:48.828,2023-02-25 18:59:02.986,0,0,1,0
2623,2022-09-15 15:39:25.219,659,2022-09-16 02:37:57.369,201,293,2022-09-29 18:56:08.478,2022-10-05 20:01:28.851,1,0,1,0
2639,2022-12-15 04:17:48.542,35,2022-12-16 02:28:21.191,,,,,,,,
2655,2022-09-06 08:14:21.969,,,,,,,,,,
2671,2022-11-22 14:00:58.028,776,2022-11-23 12:55:37.097,244,154,2022-12-04 19:54:49.925,2023-01-08 07:32:16.256,1,0,2,0
2671,2022-11-22 14:00:58.028,776,2022-11-23 12:55:37.097,327,71,2022-11-29 02:44:14.531,2022-12-15 07:22:17.023,1,0,2,0
2687,2022-09-13 20:30:56.879,,,,,,,,,,
2703,2022-12-01 08:57:47.618,,,,,,,,,,
2719,2022-10-02 20:55:43.764,497,2022-10-03 12:17:06.765,355,376,2022-10-18 08:17:32.431,2022-11-22 05:35:28.119,1,1,1,1
2735,2022-09-04 18:29:02.443,470,2022-09-05 01:12:24.765,260,121,2022-09-16 00:02:06.051,2023-02-19 04:40:55.343,0,0,2,2
2735,2022-09-04 18:29:02.443,470,2022-09-05 01:12:24.765,149,328,2022-09-06 15:23:29.584,2022-09-25 03:10:04.885,1,1,2,2
2735,2022-09-04 18:29:02.443,470,2022-09-05 01:12:24.765,118,387,2022-09-12 21:37:29.433,2022-09-16 05:52:47.972,1,1,2,2
2751,2022-10-09 02:53:03.929,,,,,,,,,,
2767,2022-12-08 05:57:56.077,187,2022-12-08 12:07:44.586,,,,,,,,
2783,2022-09-15 23:34:22.221,,,,,,,,,,
2799,2022-11-22 06:42:45.807,439,2022-11-22 17:03:23.609,,,,,,,,
2815,2023-01-21 18:51:22.797,,,,,,,,,,
2820,2022-10-29 07:33:00.518,,,,,,,,,,
2836,2022-10-16 07:47:11.031,849,2022-10-16 13:43:40.759,,,,,,,,
2852,2022-10-31 04:36:52.507,254,2022-10-31 11:59:22.445,,,,,,,,
2868,2022-12-18 12:22:26.936,882,2022-12-19 02:20:33.446,,,,,,,,
2884,2022-11-27 08:20:20.780,,,,,,,,,,
2900,2022-09-02 15:51:28.233,,,,,,,,,,
2916,2022-12-17 10:31:15.690,,,,,,,,,,
2932,2022-10-23 23:31:52.897,,,,,,,,,,
2948,2022-10-03 22:36:08.437,858,2022-10-04 02:43:09.679,252,94,2022-10-16 04:20:47.315,2022-12-06 00:47:11.824,1,0,1,0
2964,2022-11-14 22:13:16.443,,,,,,,,,,
2980,2022-10-05 09:43:46.206,,,,,,,,,,
2996,2022-12-12 16:51:31.892,,,,,,,,,,
3012,2022-10-20 05:33:06.413,,,,,,,,,,
3028,2022-12-10 04:57:20.173,579,2022-12-11 01:53:09.547,186,156,2022-12-24 16:31:38.753,2023-01-31 13:42:00.085,0,0,0,0
3044,2022-11-21 03:57:11.234,538,2022-11-21 09:23:34.686,314,33,2022-12-02 12:43:06.035,2023-01-09 09:21:41.080,1,1,1,1
3060,2022-10-01 20:13:25.990,,,,,,,,,,
3085,2022-10-18 11:43:29.685,,,,,,,,,,
3101,2023-01-10 20:24:01.075,1008,2023-01-10 20:56:45.068,,,,,,,,
3117,2022-10-02 21:00:52.766,,,,,,,,,,
3133,2023-01-11 07:55:42.465,,,,,,,,,,
3149,2022-11-19 05:22:00.890,,,,,,,,,,
3165,2023-01-18 03:35:55.233,,,,,,,,,,
3181,2022-09-22 03:12:26.102,,,,,,,,,,
3197,2022-11-11 08:36:29.362,,,,,,,,,,
3213,2022-11-25 10:32:33.239,268,2022-11-25 23:16:20.782,,,,,,,,
3229,2022-12-08 19:17:03.542,,,,,,,,,,
3245,2022-12-31 01:22:59.602,,,,,,,,,,
3261,2022-12-24 12:40:00.437,,,,,,,,,,
3277,2022-11-27 02:11:51.562,,,,,,,,,,
3293,2022-09-10 04:54:39.725,,,,,,,,,,
3309,2022-11-29 21:20:13.365,,,,,,,,,,
3325,2022-10-12 03:23:49.812,,,,,,,,,,
3330,2022-11-14 20:53:16.973,,,,,,,,,,
14,2022-10-23 00:09:17.586,320,2022-10-23 15:44:10.434,,,,,,,,
30,2022-09-19 00:37:42.583,,,,,,,,,,
46,2022-12-31 07:27:45.978,,,,,,,,,,
62,2022-09-01 20:51:21.686,,,,,,,,,,
78,2022-11-23 04:27:21.510,353,2022-11-23 14:39:14.630,,,,,,,,
94,2022-10-02 03:28:11.057,491,2022-10-02 06:57:19.905,,,,,,,,
110,2022-12-31 02:06:38.387,,,,,,,,,,
126,2022-12-29 01:16:58.034,,,,,,,,,,
142,2023-01-16 23:13:16.766,,,,,,,,,,
158,2022-09-22 19:45:45.886,,,,,,,,,,
174,2022-12-31 06:44:08.153,445,2023-01-01 03:29:55.091,,,,,,,,
190,2022-10-23 07:54:43.127,,,,,,,,,,
206,2022-10-25 05:19:54.576,,,,,,,,,,
222,2022-11-28 19:19:36.477,,,,,,,,,,
238,2022-11-01 14:09:45.672,,,,,,,,,,
254,2022-11-03 23:21:16.508,,,,,,,,,,
265,2022-12-24 16:55:54.039,759,2022-12-25 04:35:04.507,180,116,2022-12-29 04:36:04.058,2023-02-02 10:56:00.773,0,0,0,0
265,2022-12-24 16:55:54.039,759,2022-12-25 04:35:04.507,402,55,2023-01-01 12:32:11.182,2023-02-08 20:59:44.456,0,0,0,0
281,2023-01-31 04:48:02.290,,,,,,,,,,
297,2022-12-14 21:32:42.244,,,,,,,,,,
313,2022-11-17 06:06:05.754,,,,,,,,,,
329,2023-01-05 14:32:35.451,,,,,,,,,,
345,2022-09-18 16:23:18.168,781,2022-09-19 04:57:26.632,364,188,2022-09-26 01:28:21.064,2023-01-17 18:03:40.437,0,0,0,0
345,2022-09-18 16:23:18.168,781,2022-09-19 04:57:26.632,67,190,2022-10-03 21:03:17.877,2023-02-12 23:47:33.631,0,0,0,0
361,2022-09-17 22:10:32.740,,,,,,,,,,
377,2022-12-18 19:26:58.949,,,,,,,,,,
393,2022-09-04 06:17:22.358,,,,,,,,,,
409,2023-01-28 07:50:24.409,,,,,,,,,,
425,2022-09-27 21:13:49.057,932,2022-09-28 15:07:59.728,,,,,,,,
441,2022-10-27 06:29:00.955,,,,,,,,,,
457,2022-11-16 05:04:52.023,235,2022-11-16 19:45:34.573,,,,,,,,
473,2023-01-13 16:49:50.642,,,,,,,,,,
489,2022-11-21 12:37:19.929,31,2022-11-22 03:29:21.907,,,,,,,,
505,2023-01-12 04:31:54.305,,,,,,,,,,
516,2022-11-14 23:59:41.563,418,2022-11-15 06:59:12.338,,,,,,,,
532,2022-10-25 23:28:57.069,,,,,,,,,,
548,2023-01-01 06:20:50.420,,,,,,,,,,
564,2023-01-03 08:43:16.335,,,,,,,,,,
580,2022-12-03 12:02:28.358,,,,,,,,,,
596,2023-02-01 04:09:11.738,,,,,,,,,,
612,2022-11-01 13:21:24.020,,,,,,,,,,
628,2022-12-14 10:51:38.860,,,,,,,,,,
644,2022-11-09 03:34:09.091,,,,,,,,,,
660,2022-11-02 19:38:31.543,,,,,,,,,,
676,2022-09-06 20:00:44.776,,,,,,,,,,
692,2022-09-28 03:52:39.319,429,2022-09-28 14:32:09.809,,,,,,,,
708,2022-09-01 16:37:01.468,,,,,,,,,,
724,2023-01-09 09:37:02.201,,,,,,,,,,
740,2023-01-19 05:17:10.898,,,,,,,,,,
756,2023-02-01 16:46:03.653,,,,,,,,,,
783,2022-09-11 12:17:26.895,,,,,,,,,,
799,2022-11-22 17:24:47.699,,,,,,,,,,
815,2023-01-12 22:26:29.539,,,,,,,,,,
831,2022-09-20 02:10:44.243,,,,,,,,,,
847,2023-01-15 23:31:02.164,,,,,,,,,,
863,2022-10-14 00:46:37.814,,,,,,,,,,
879,2022-12-11 10:25:24.525,,,,,,,,,,
895,2022-09-28 13:08:58.810,574,2022-09-28 19:52:38.213,281,244,2022-10-10 18:29:56.789,2023-02-07 10:57:14.716,0,0,1,0
895,2022-09-28 13:08:58.810,574,2022-09-28 19:52:38.213,241,144,2022-10-11 17:23:01.142,2023-01-21 17:24:51.762,1,0,1,0
911,2022-12-17 03:38:05.226,893,2022-12-17 23:58:18.112,,,,,,,,
927,2022-10-17 15:32:08.759,,,,,,,,,,
943,2022-12-10 16:57:55.133,,,,,,,,,,
959,2022-09-16 10:36:21.341,627,2022-09-16 18:00:53.040,412,354,2022-09-29 21:23:08.198,2023-03-23 12:16:25.329,0,0,0,0
975,2023-01-31 09:09:55.849,208,2023-01-31 11:28:31.009,,,,,,,,
991,2022-11-20 07:05:24.953,,,,,,,,,,
1007,2022-10-29 12:09:03.672,,,,,,,,,,
1023,2023-01-13 08:39:04.731,,,,,,,,,,
1026,2022-10-14 11:36:50.961,,,,,,,,,,
1042,2023-01-20 09:55:04.227,,,,,,,,,,
1058,2022-09-15 19:39:26.895,,,,,,,,,,
1074,2022-11-21 16:49:32.362,,,,,,,,,,
1090,2022-10-03 15:08:22.506,,,,,,,,,,
1106,2022-09-25 05:37:13.353,,,,,,,,,,
1122,2022-12-07 10:10:22.414,,,,,,,,,,
1138,2022-09-07 19:45:02.912,,,,,,,,,,
1154,2022-10-24 17:18:06.572,,,,,,,,,,
1170,2022-12-02 14:54:54.364,,,,,,,,,,
1186,2022-11-20 01:11:33.725,,,,,,,,,,
1202,2022-10-12 01:19:20.831,,,,,,,,,,
1218,2022-09-18 06:19:10.885,,,,,,,,,,
1234,2022-09-01 09:00:11.569,,,,,,,,,,
1250,2022-09-05 16:22:12.028,,,,,,,,,,
1266,2022-12-25 19:36:30.514,150,2022-12-26 14:23:43.728,,,,,,,,
1293,2022-10-20 07:48:26.199,,,,,,,,,,
1309,2022-09-14 11:32:29.837,,,,,,,,,,
1325,2022-10-29 06:11:34.640,846,2022-10-30 03:30:55.151,436,208,2022-11-09 07:53:31.941,2023-01-04 18:06:42.101,1,1,1,1
1341,2022-12-04 21:14:03.426,612,2022-12-04 23:19:39.968,134,315,2022-12-05 19:21:11.545,2022-12-21 07:36:56.470,1,1,1,1
1341,2022-12-04 21:14:03.426,612,2022-12-04 23:19:39.968,203,140,2022-12-10 22:26:06.055,2023-01-30 05:15:33.946,0,0,1,1
1357,2022-12-16 20:59:25.881,,,,,,,,,,
1373,2022-11-04 13:21:04.353,,,,,,,,,,
1389,2023-01-21 23:27:34.248,700,2023-01-22 05:34:49.784,33,45,2023-01-22 23:17:00.220,2023-02-28 05:40:05.544,0,0,0,0
1405,2022-09-19 01:29:37.548,,,,,,,,,,
1421,2022-10-23 01:29:10.531,,,,,,,,,,
1437,2022-12-15 04:16:46.719,,,,,,,,,,
1453,2022-11-05 20:18:41.062,,,,,,,,,,
1469,2022-11-17 16:29:29.651,,,,,,,,,,
1485,2022-10-02 23:36:53.009,,,,,,,,,,
1501,2022-09-24 12:51:38.717,,,,,,,,,,
